x,y,z,qx,qy,qz,qw,speed
89674.8,43150.1,0.0,0.0,0.0,-0.9808202772227502,0.19491429857423856,9.63889
89671.9,43148.9,0.0,0.0,0.0,-0.9896459247397582,0.14353028825299846,9.63889
89669.2,43148.1,0.0,0.0,0.0,-0.9968552131369469,0.0792444574824774,9.63889
89666.7,43147.7,0.0,0.0,0.0,-0.9942777187292433,0.10682611122086032,9.63889
89664.4,43147.2,0.0,0.0,0.0,-0.9903342737787019,0.13870121188804113,9.63889
89663.0,43146.8,0.0,0.0,0.0,-0.9911518100769018,0.13273315102596345,9.63889
89661.9,43146.5,0.0,0.0,0.0,-0.9767188399174581,0.2145234433582837,9.63889
89660.6,43145.9,0.0,0.0,0.0,-0.976718839917915,0.21452344335620363,9.63889
89659.3,43145.3,0.0,0.0,0.0,-0.9537378886563541,0.30063938488049086,9.63889
89658.3,43144.6,0.0,0.0,0.0,-0.932721843155213,0.3605966767749563,9.63889
89657.2,43143.6,0.0,0.0,0.0,-0.8348410922367139,0.550491008748563,9.63889
89656.6,43142.2,0.0,0.0,0.0,-0.7733421413384937,0.6339889056048168,9.63889
89656.3,43140.7,0.0,0.0,0.0,-0.7302461949670223,0.6831840855407755,9.63889
89656.2,43139.2,0.0,0.0,0.0,-0.7354227489836341,0.6776085745305727,9.63889
89655.7,43133.1,0.0,0.0,0.0,-0.7275719971077067,0.6860313323928457,9.63889
89655.5,43129.7,0.0,0.0,0.0,-0.7733421413379022,0.6339889056055381,9.63889
89655.0,43127.2,0.0,0.0,0.0,-0.791989046414271,0.6105352982095413,9.63889
89654.5,43125.3,0.0,0.0,0.0,-0.8816745987679436,0.47185792553202444,9.63889
89653.7,43124.1,0.0,0.0,0.0,-0.948683298050207,0.31622776601775826,9.63889
89652.5,43123.2,0.0,0.0,0.0,-0.9570920264890529,0.28978414868843005,9.63889
89651.0,43122.2,0.0,0.0,0.0,-0.9937637686571684,0.11150592856122843,9.63889
89648.8,43121.7,0.0,0.0,0.0,-0.998576274983535,0.05334250687779441,9.63889
89646.0,43121.4,0.0,0.0,0.0,0.9951333266682081,0.09853761796524978,9.63889
89644.5,43121.7,0.0,0.0,0.0,0.9959593139529814,0.08980559531736645,9.63889
89643.4,43121.9,0.0,0.0,0.0,0.987087457637691,0.16018224300577033,9.63889
89642.5,43122.2,0.0,0.0,0.0,0.9885544947131996,0.1508642137232374,9.63889
89640.9,43122.7,0.0,0.0,0.0,0.9732489894674515,0.2297529205485414,9.63889
89638.5,43123.9,0.0,0.0,0.0,0.9348595893757653,0.3550176730138592,9.63889
89630.5,43131.0,0.0,0.0,0.0,0.8772267940574885,0.4800761937313917,9.63889
